Employeeid,Age,Experience,EducationField,City,Department,Job_Title,Gender,NumCompaniesWorked,Attrition,Attrition_num
120741,31,0,Other degrees,Hyderabad,Engineering,Lead Engineer  ,Male,4,No,0
120744,30,0,M.Tech/M.E.,Delhi,Training,Lead Engineer  ,Male,2,No,0
120753,28,0,Ph.D/Doctorate,Chennai,Engineering,Lead Engineer  ,Male,2,No,0
120754,31,0,B.Tech/B.E.,Hyderabad,Legal,Lead Engineer ,Male,3,No,0
120758,28,0,B.Tech/B.E.,Delhi,Services,Lead Engineer ,Male,3,No,0
120762,29,0,Ph.D/Doctorate,Bangalore,Accounting,Lead Engineer ,Male,1,No,0
120770,29,0,MBA/PGDM,Bangalore,Business Development,Lead Engineer  ,Male,2,No,0
120776,29,0,MBA/PGDM,Hyderabad,Legal,Lead Engineer  ,Male,5,No,0
120778,29,0,MBA/PGDM,Ahmedabad,Engineering,Lead Engineer  ,Male,5,No,0
120779,28,0,Other degrees,Chennai,Product Management,Lead Engineer ,Female,3,No,0
120783,39,0,B.Tech/B.E.,Chennai,Support,Technical Manager ,Male,5,No,0
120794,30,0,M.Tech/M.E.,Hyderabad,Accounting,Lead Engineer  ,Male,2,No,0
120809,31,0,Ph.D/Doctorate,Delhi,Engineering,Project Leader ,Male,3,No,0
120815,47,0,Other degrees,Kolkata,Engineering,Program Manager ,Male,3,No,0
120816,39,0,Other degrees,Hyderabad,Training,Project Manager ,Male,4,No,0
120818,40,0,M.Tech/M.E.,Delhi,Services,Technical Lead ,Male,3,No,0
120824,33,0,B.Tech/B.E.,Hyderabad,Business Development,Lead Engineer ,Male,2,No,0
120835,46,0,B.Tech/B.E.,Mumbai,Business Development,Program Manager ,Male,5,No,0
120840,35,0,B.Tech/B.E.,Ahmedabad,Accounting,Project Manager ,Male,3,No,0
120851,33,0,M.Tech/M.E.,Mumbai,Legal,Lead Engineer  ,Female,5,No,0
120852,32,0,MBA/PGDM,Ahmedabad,Engineering,Project Leader  ,Male,5,No,0
120853,30,0,Other degrees,Bangalore,Sales,Lead Engineer ,Male,3,No,0
120856,27,0,M.Tech/M.E.,Delhi,Business Development,Lead Engineer ,Male,4,No,0
120864,28,0,MBA/PGDM,Mumbai,Training,Lead Engineer ,Female,2,No,0
120869,35,0,B.Tech/B.E.,Bangalore,Training,Project Leader  ,Male,5,No,0
120882,39,0,Ph.D/Doctorate,Bangalore,Engineering,Lead Engineer ,Male,4,No,0
120883,31,0,M.Tech/M.E.,Hyderabad,Accounting,Lead Engineer ,Male,6,No,0
120887,32,0,M.Tech/M.E.,Bangalore,Human Resources,Technical Lead ,Male,2,No,0
120889,35,0,Other degrees,Delhi,Human Resources,Project Leader ,Male,4,No,0
120907,32,0,MBA/PGDM,Hyderabad,Legal,Project Leader ,Male,4,No,0
120908,31,0,Ph.D/Doctorate,Ahmedabad,Support,Technical Lead ,Male,2,No,0
120909,37,0,Ph.D/Doctorate,Mumbai,Engineering,Technical Manager ,Male,3,No,0
120918,30,0,MBA/PGDM,Delhi,Training,Lead Engineer  ,Male,3,No,0
120926,34,0,Other degrees,Ahmedabad,Engineering,Project Leader ,Male,5,No,0
120930,29,0,B.Tech/B.E.,Ahmedabad,Human Resources,Lead Engineer ,Male,3,No,0
120935,34,0,B.Tech/B.E.,Bangalore,Training,Technical Lead Exempt,Male,3,No,0
120939,37,0,Ph.D/Doctorate,Ahmedabad,Engineering,Project Leader ,Male,3,No,0
120940,32,0,B.Tech/B.E.,Kolkata,Product Management,Technical Lead ,Female,2,No,0
120943,31,0,M.Tech/M.E.,Mumbai,Training,Lead Engineer  ,Male,2,No,0
120948,38,0,Ph.D/Doctorate,Bangalore,Accounting,Project Manager ,Male,2,No,0
120949,34,0,MBA/PGDM,Bangalore,Accounting,Project Leader ,Male,4,No,0
120951,29,0,B.Tech/B.E.,Chennai,Sales,Lead Engineer ,Male,2,No,0
120954,36,0,MBA/PGDM,Hyderabad,Support,Project Leader ,Male,5,No,0
120957,36,0,Other degrees,Bangalore,Engineering,Project Leader ,Female,3,No,0
120959,30,0,M.Tech/M.E.,Bangalore,Accounting,Lead Engineer  ,Male,4,No,0
120964,32,0,MBA/PGDM,Delhi,Business Development,Technical Lead ,Male,5,No,0
120975,34,0,M.Tech/M.E.,Delhi,Business Development,Project Leader ,Male,2,No,0
121007,30,0,M.Tech/M.E.,Kolkata,Research and Development,Lead Engineer  ,Female,3,Yes,1
121012,39,0,Other degrees,Delhi,Accounting,Project Leader ,Male,2,No,0
121021,30,0,Other degrees,Kolkata,Engineering,Project Leader  ,Male,5,No,0
121052,30,0,B.Tech/B.E.,Chennai,Research and Development,Lead Engineer ,Female,3,No,0
121055,29,0,MBA/PGDM,Bangalore,Business Development,Lead Engineer ,Female,3,No,0
121071,34,0,MBA/PGDM,Ahmedabad,Accounting,Project Leader ,Male,5,No,0
121076,36,0,MBA/PGDM,Hyderabad,Training,Technical Lead ,Male,5,No,0
121086,34,0,B.Tech/B.E.,Bangalore,Product Management,Technical Lead ,Female,3,No,0
121103,33,0,Other degrees,Hyderabad,Support,Lead Engineer ,Female,2,No,0
121104,34,0,M.Tech/M.E.,Hyderabad,Marketing,Project Leader ,Male,4,No,0
121110,38,0,MBA/PGDM,Chennai,Product Management,Project Leader ,Female,2,No,0
121137,30,0,B.Tech/B.E.,Kolkata,Accounting,Project Leader ,Female,5,No,0
121142,29,0,Other degrees,Bangalore,Accounting,Sr. Software Engineer - ,Male,3,No,0
121147,40,0,MBA/PGDM,Ahmedabad,Marketing,Technical Lead ,Male,4,No,0
121159,33,0,Other degrees,Hyderabad,Accounting,Lead Engineer ,Female,2,No,0
121198,35,0,MBA/PGDM,Chennai,Legal,Technical Manager ,Male,2,No,0
121233,36,0,M.Tech/M.E.,Ahmedabad,Accounting,Lead Engineer ,Female,3,No,0
121235,38,0,Other degrees,Mumbai,Accounting,Technical Manager ,Male,3,No,0
121262,30,0,M.Tech/M.E.,Delhi,Sales,Lead Engineer ,Male,2,No,0
121279,36,0,Ph.D/Doctorate,Hyderabad,Accounting,Lead Engineer ,Male,3,No,0
121424,27,0,Ph.D/Doctorate,Kolkata,Legal,Technical Lead ,Male,4,No,0
121425,34,0,MBA/PGDM,Delhi,Accounting,Project Leader ,Female,6,No,0
121444,27,1,M.Tech/M.E.,Hyderabad,Training,Senior Engineer ,Female,4,Yes,1
121445,26,1,B.Tech/B.E.,Chennai,Accounting,Engineer ,Female,2,No,0
121452,46,1,B.Tech/B.E.,Hyderabad,Human Resources,Senior Lead Engineer ,Male,4,No,0
121461,60,1,Other degrees,Ahmedabad,Human Resources,Senior Engineer ,Male,2,No,0
121494,55,1,MBA/PGDM,Ahmedabad,Support,Lead Engineer ,Male,2,No,0
121496,62,1,M.Tech/M.E.,Bangalore,Marketing,Senior Engineer ,Male,2,No,0
121497,23,1,Other degrees,Delhi,Sales,Associate Engineer  ,Male,2,No,0
121499,48,1,Other degrees,Kolkata,Sales,Senior Engineer  ,Male,2,No,0
121500,25,0,MBA/PGDM,Delhi,Sales,Engineer  ,Male,4,Yes,1
121502,24,1,Ph.D/Doctorate,Ahmedabad,Research and Development,TRAINEE  ,Female,3,Yes,1
121503,31,1,M.Tech/M.E.,Chennai,Marketing,Lead Engineer ,Female,5,No,0
121523,25,1,Other degrees,Ahmedabad,Accounting,Engineer ,Male,5,No,0
121527,33,1,MBA/PGDM,Ahmedabad,Human Resources,Lead Engineer ,Male,5,No,0
121528,73,1,Ph.D/Doctorate,Delhi,Human Resources,Senior Lead Engineer ,Male,3,No,0
121594,28,1,B.Tech/B.E.,Chennai,Human Resources,Engineer ,Male,2,No,0
121596,24,1,MBA/PGDM,Ahmedabad,Training,Engineer ,Male,4,No,0
121597,30,1,Other degrees,Bangalore,Sales,Engineer  ,Male,5,No,0
121598,28,1,MBA/PGDM,Bangalore,Marketing,Engineer ,Male,5,Yes,1
121607,64,1,M.Tech/M.E.,Kolkata,Human Resources,Senior Engineer ,Male,2,No,0
121608,51,1,Ph.D/Doctorate,Chennai,Human Resources,Senior Lead Engineer ,Male,4,Yes,1
121629,28,1,MBA/PGDM,Hyderabad,Business Development,Senior Engineer  ,Female,3,Yes,1
121630,24,1,MBA/PGDM,Ahmedabad,Support,Engineer ,Male,5,No,0
121631,40,0,MBA/PGDM,Chennai,Sales,Associate Engineer  ,Female,5,Yes,1
121632,60,1,B.Tech/B.E.,Ahmedabad,Accounting,Lead Engineer  ,Male,5,No,0
121641,49,1,MBA/PGDM,Ahmedabad,Human Resources,Technical Lead ,Male,2,No,0
121644,27,1,B.Tech/B.E.,Pune,Services,Engineer ,Male,4,No,0
121645,41,1,B.Tech/B.E.,Bangalore,Support,Senior Engineer  ,Male,3,No,0
121646,51,1,M.Tech/M.E.,Bangalore,Business Development,Lead Engineer ,Male,2,No,0
121647,29,1,Ph.D/Doctorate,Delhi,Services,Associate Engineer ,Male,2,Yes,1
121648,57,1,M.Tech/M.E.,Chennai,Business Development,Lead Engineer ,Male,7,No,0
121651,63,1,MBA/PGDM,Chennai,Support,Senior Lead Engineer ,Male,5,No,0
121654,59,1,Ph.D/Doctorate,Delhi,Business Development,Lead Engineer  ,Female,4,No,0
121661,37,1,B.Tech/B.E.,Kolkata,Research and Development,Engineer ,Male,2,Yes,1
121662,36,1,M.Tech/M.E.,Mumbai,Support,Senior Officer ,Male,7,No,0
121669,47,1,MBA/PGDM,Ahmedabad,Engineering,Senior Engineer  ,Male,4,No,0
121682,27,1,M.Tech/M.E.,Mumbai,Support,Engineer  ,Male,2,Yes,1
121684,26,1,MBA/PGDM,Ahmedabad,Support,Engineer ,Female,2,No,0
121785,56,1,Ph.D/Doctorate,Ahmedabad,Human Resources,Technical Manager ,Male,4,No,0
121786,29,1,M.Tech/M.E.,Hyderabad,Engineering,Engineer ,Male,5,No,0
121790,25,0,Ph.D/Doctorate,Hyderabad,Sales,Engineer ,Male,2,Yes,1
121792,33,1,Other degrees,Kolkata,Sales,Lead Engineer ,Male,4,Yes,1
121793,68,1,B.Tech/B.E.,Chennai,Research and Development,Lead Engineer ,Male,5,No,0
121795,68,1,Other degrees,Chennai,Research and Development,Lead Engineer ,Male,2,No,0
121796,54,0,MBA/PGDM,Ahmedabad,Engineering,Engineer  ,Female,5,Yes,1
121797,40,1,B.Tech/B.E.,Chennai,Sales,Senior Engineer ,Female,5,No,0
121798,63,1,M.Tech/M.E.,Bangalore,Research and Development,Lead Engineer ,Male,5,Yes,1
121812,28,1,Other degrees,Hyderabad,Human Resources,Engineer  ,Male,4,No,0
121813,22,1,MBA/PGDM,Kolkata,Research and Development,Engineer  ,Male,5,Yes,1
121903,62,1,Other degrees,Ahmedabad,Support,Lead Engineer ,Male,2,No,0
121923,26,1,B.Tech/B.E.,Chennai,Business Development,Engineer ,Male,3,No,0
121924,46,1,Other degrees,Bangalore,Sales,Senior Engineer ,Female,5,No,0
121925,23,1,Other degrees,Bangalore,Support,Engineer ,Male,2,Yes,1
121927,24,1,Ph.D/Doctorate,Chennai,Support,Associate Engineer ,Male,4,Yes,1
121933,24,1,M.Tech/M.E.,Ahmedabad,Accounting,Senior Officer ,Female,3,No,0
121934,25,1,M.Tech/M.E.,Ahmedabad,Human Resources,Engineer ,Male,2,No,0
121936,67,1,Ph.D/Doctorate,Ahmedabad,Sales,Senior Engineer ,Male,3,No,0
121937,54,1,Other degrees,Hyderabad,Accounting,Senior Engineer ,Male,1,No,0
121939,54,0,M.Tech/M.E.,Ahmedabad,Business Development,Lead Engineer ,Male,3,Yes,1
121991,43,1,Ph.D/Doctorate,Kolkata,Training,Project Leader ,Female,4,Yes,1
121993,33,7,Ph.D/Doctorate,Hyderabad,Business Development,Senior Engineer ,Male,3,Yes,1
121995,21,0,M.Tech/M.E.,Hyderabad,Accounting,Associate Engineer  ,Male,9,Yes,1
121996,59,1,M.Tech/M.E.,Hyderabad,Business Development,Lead Engineer  ,Male,2,No,0
121998,56,1,Ph.D/Doctorate,Bangalore,Business Development,Lead Engineer  ,Female,4,No,0
122041,56,1,Other degrees,Kolkata,Business Development,Lead Engineer ,Male,5,No,0
122042,51,1,Ph.D/Doctorate,Hyderabad,Sales,Engineer  ,Male,0,No,0
122045,60,1,Ph.D/Doctorate,Bangalore,Services,Project Leader ,Male,4,No,0
122097,45,1,M.Tech/M.E.,Bangalore,Research and Development,Engineer  ,Female,1,No,0
122098,29,1,M.Tech/M.E.,Ahmedabad,Human Resources,Senior Engineer  ,Male,2,Yes,1
122100,24,0,B.Tech/B.E.,Hyderabad,Human Resources,Engineer  ,Female,5,Yes,1
122103,21,1,MBA/PGDM,Hyderabad,Human Resources,Associate Engineer  ,Female,3,No,0
122104,59,1,B.Tech/B.E.,Chennai,Human Resources,Senior Engineer  ,Female,3,No,0
122105,34,1,B.Tech/B.E.,Ahmedabad,Business Development,Senior Associate - -,Female,2,No,0
122109,60,0,Ph.D/Doctorate,Ahmedabad,Training,Senior Lead Engineer ,Male,2,Yes,1
122110,60,0,Ph.D/Doctorate,Mumbai,Training,Senior Lead Engineer ,Male,2,Yes,1
122112,32,1,B.Tech/B.E.,Kolkata,Sales,Senior Engineer ,Female,4,No,0
122113,62,1,MBA/PGDM,Chennai,Business Development,Senior Engineer  ,Female,2,No,0
122129,49,1,Other degrees,Delhi,Engineering,Senior Engineer  ,Male,4,No,0
122130,42,4,Other degrees,Bangalore,Sales,Senior Director-Sales-,Male,2,No,0
122144,28,1,B.Tech/B.E.,Hyderabad,Business Development,Engineer  ,Male,5,No,0
122145,26,1,MBA/PGDM,Bangalore,Marketing,Engineer ,Male,3,No,0
122146,54,7,B.Tech/B.E.,Ahmedabad,Services,Technical Lead ,Female,4,No,0
122147,27,1,MBA/PGDM,Kolkata,Training,Engineer ,Male,5,Yes,1
122148,36,9,Other degrees,Bangalore,Human Resources,Senior Engineer  ,Male,2,No,0
122150,25,1,M.Tech/M.E.,Mumbai,Sales,Engineer ,Male,5,No,0
122151,39,0,M.Tech/M.E.,Hyderabad,Sales,Senior Lead Engineer ,Male,4,Yes,1
122152,27,1,Ph.D/Doctorate,Bangalore,Sales,Project Leader ,Female,2,No,0
122153,32,1,M.Tech/M.E.,Bangalore,Business Development,Senior Engineer ,Female,3,No,0
122154,24,1,Other degrees,Kolkata,Business Development,Engineer ,Male,4,Yes,1
122155,51,1,Ph.D/Doctorate,Kolkata,Business Development,Senior Engineer ,Male,2,No,0
122156,60,1,Ph.D/Doctorate,Delhi,Legal,Senior Engineer  ,Male,3,Yes,1
122158,34,0,MBA/PGDM,Hyderabad,Human Resources,Engineer  ,Male,6,Yes,1
122212,26,1,Other degrees,Bangalore,Support,Engineer ,Male,2,No,0
122213,43,1,M.Tech/M.E.,Delhi,Human Resources,Senior Engineer ,Male,3,No,0
122214,50,1,MBA/PGDM,Chennai,Human Resources,Senior Lead Engineer ,Female,2,No,0
122215,24,1,Ph.D/Doctorate,Chennai,Support,Associate Engineer ,Female,5,Yes,1
122216,61,1,B.Tech/B.E.,Bangalore,Engineering,Senior Engineer  ,Male,3,Yes,1
122217,70,1,M.Tech/M.E.,Chennai,Marketing,Senior Lead Engineer ,Male,2,No,0
122218,55,1,MBA/PGDM,Kolkata,Human Resources,Technical Manager ,Male,6,No,0
122219,62,0,Other degrees,Hyderabad,Sales,Senior Lead Engineer ,Male,4,Yes,1
122220,55,0,Other degrees,Bangalore,Training,Project Leader ,Male,2,Yes,1
122221,23,1,Other degrees,Chennai,Legal,Engineer  ,Male,5,Yes,1
122222,65,1,Other degrees,Hyderabad,Research and Development,Senior Engineer ,Male,4,No,0
122259,23,1,B.Tech/B.E.,Kolkata,Human Resources,Senior Engineer  ,Male,5,Yes,1
122261,28,1,Ph.D/Doctorate,Chennai,Human Resources,Senior Engineer ,Female,2,No,0
122262,23,1,MBA/PGDM,Chennai,Human Resources,Engineer  ,Male,5,No,0
122264,47,0,MBA/PGDM,Delhi,Legal,Lead Engineer ,Female,4,Yes,1
122266,30,1,Other degrees,Bangalore,Services,Senior Engineer ,Male,3,No,0
122268,26,1,MBA/PGDM,Kolkata,Human Resources,Senior Engineer ,Male,4,No,0
122269,24,1,Other degrees,Bangalore,Training,Engineer ,Male,5,No,0
122270,26,1,M.Tech/M.E.,Delhi,Business Development,Project Leader ,Female,6,Yes,1
122273,26,1,Ph.D/Doctorate,Bangalore,Marketing,Associate Engineer  ,Male,5,No,0
122274,32,1,Ph.D/Doctorate,Ahmedabad,Training,Associate Engineer  ,Male,2,No,0
122275,31,1,Ph.D/Doctorate,Delhi,Accounting,Lead Engineer ,Male,2,No,0
122277,31,0,MBA/PGDM,Chennai,Sales,Engineer ,Male,4,Yes,1
122278,37,1,Other degrees,Bangalore,Sales,Engineer ,Female,2,No,0
122279,34,1,MBA/PGDM,Mumbai,Legal,Project Leader ,Male,2,No,0
122280,49,1,MBA/PGDM,Ahmedabad,Human Resources,Lead Engineer ,Male,4,No,0
122281,40,1,MBA/PGDM,Bangalore,Engineering,Associate Engineer  ,Female,4,Yes,1
122282,27,1,B.Tech/B.E.,Hyderabad,Engineering,Engineer  ,Male,2,No,0
122305,25,1,B.Tech/B.E.,Hyderabad,Human Resources,Engineer ,Male,2,Yes,1
122308,29,0,MBA/PGDM,Delhi,Support,Lead Engineer ,Male,6,Yes,1
122333,29,1,M.Tech/M.E.,Mumbai,Legal,Engineer  ,Female,3,No,0
122334,28,1,M.Tech/M.E.,Ahmedabad,Marketing,Engineer ,Male,2,Yes,1
122335,28,1,B.Tech/B.E.,Delhi,Services,Engineer  ,Male,2,No,0
122336,32,1,Other degrees,Ahmedabad,Services,Senior Engineer ,Male,8,No,0
122337,25,1,M.Tech/M.E.,Chennai,Marketing,Associate Engineer  ,Male,4,Yes,1
122339,25,1,Other degrees,Delhi,Training,Engineer  ,Female,2,No,0
122340,35,1,MBA/PGDM,Kolkata,Human Resources,Engineer  ,Female,4,No,0
122341,26,1,M.Tech/M.E.,Ahmedabad,Human Resources,Engineer  ,Male,5,No,0
122342,24,1,B.Tech/B.E.,Delhi,Training,Engineer ,Male,2,No,0
122343,61,1,Ph.D/Doctorate,Hyderabad,Human Resources,Senior Lead Engineer ,Male,2,No,0
122345,46,0,M.Tech/M.E.,Kolkata,Sales,Project Manager ,Male,4,Yes,1
122346,32,1,Ph.D/Doctorate,Delhi,Sales,Senior Engineer ,Male,5,No,0
122372,25,2,B.Tech/B.E.,Chennai,Sales,Engineer ,Male,3,No,0
122373,60,1,Other degrees,Ahmedabad,Research and Development,Senior Associate - -,Male,5,Yes,1
122374,23,1,M.Tech/M.E.,Bangalore,Support,Associate Engineer ,Female,5,No,0
122375,24,1,MBA/PGDM,Delhi,Support,Engineer ,Male,0,No,0
122376,23,0,Ph.D/Doctorate,Delhi,Research and Development,Associate Engineer ,Male,2,Yes,1
122378,27,1,Other degrees,Kolkata,Legal,Engineer  ,Male,2,Yes,1
122379,23,1,Other degrees,Delhi,Legal,Engineer  ,Male,2,Yes,1
122380,30,5,B.Tech/B.E.,Hyderabad,Business Development,Senior Engineer ,Male,5,Yes,1
122381,26,1,Ph.D/Doctorate,Ahmedabad,Accounting,Associate Engineer  ,Male,4,No,0
122383,61,1,B.Tech/B.E.,Hyderabad,Research and Development,Lead Engineer ,Male,3,No,0
122386,22,0,Ph.D/Doctorate,Delhi,Human Resources,Engineer  ,Male,2,Yes,1
122387,42,1,Ph.D/Doctorate,Bangalore,Engineering,Senior Engineer ,Male,3,No,0
122389,57,1,M.Tech/M.E.,Bangalore,Business Development,Senior Lead Engineer ,Male,3,No,0
122390,31,0,M.Tech/M.E.,Bangalore,Research and Development,Associate Engineer  ,Male,5,Yes,1
122437,23,1,Other degrees,Kolkata,Human Resources,Engineer  ,Male,3,No,0
122439,22,0,B.Tech/B.E.,Hyderabad,Human Resources,Engineer  ,Female,4,Yes,1
122440,64,0,M.Tech/M.E.,Delhi,Human Resources,Technical Lead ,Male,4,Yes,1
122441,22,1,Other degrees,Hyderabad,Training,Associate Engineer  ,Male,5,No,0
122446,59,1,Other degrees,Chennai,Sales,Engineer ,Male,2,No,0
122447,30,0,Ph.D/Doctorate,Kolkata,Services,Associate Engineer  ,Male,1,Yes,1
122448,22,1,MBA/PGDM,Delhi,Accounting,Engineer ,Male,2,No,0
122450,27,1,Ph.D/Doctorate,Ahmedabad,Accounting,Senior Engineer ,Male,2,No,0
122451,34,0,MBA/PGDM,Delhi,Human Resources,Senior Lead Engineer  ,Male,5,Yes,1
122452,25,2,B.Tech/B.E.,Ahmedabad,Training,Engineer ,Male,4,No,0
122454,24,1,Other degrees,Chennai,Human Resources,Engineer  ,Male,2,Yes,1
122456,25,0,B.Tech/B.E.,Delhi,Services,Engineer ,Male,4,Yes,1
122457,50,1,Ph.D/Doctorate,Ahmedabad,Human Resources,Engineer  ,Female,3,No,0
122459,28,1,Ph.D/Doctorate,Bangalore,Marketing,Engineer  ,Female,5,No,0
122490,23,1,M.Tech/M.E.,Kolkata,Engineering,Engineer  ,Male,3,No,0
122503,34,1,B.Tech/B.E.,Mumbai,Training,Project Leader ,Male,3,Yes,1
122506,62,1,B.Tech/B.E.,Bangalore,Human Resources,Senior Lead Engineer ,Male,5,No,0
122507,22,1,MBA/PGDM,Mumbai,Training,Engineer ,Male,2,No,0
122508,23,1,Other degrees,Delhi,Training,Engineer ,Male,5,No,0
122509,56,1,B.Tech/B.E.,Hyderabad,Human Resources,Senior Lead Engineer ,Male,5,No,0
122510,57,1,Ph.D/Doctorate,Hyderabad,Sales,Senior Lead Engineer ,Female,2,Yes,1
122553,23,1,M.Tech/M.E.,Hyderabad,Support,Associate Engineer ,Male,4,No,0
122554,38,1,Other degrees,Kolkata,Marketing,Project Manager ,Male,5,No,0
122634,26,1,MBA/PGDM,Mumbai,Training,Engineer ,Male,1,No,0
122636,75,1,B.Tech/B.E.,Bangalore,Legal,Senior Lead Engineer  ,Male,3,No,0
122637,25,1,MBA/PGDM,Hyderabad,Services,Engineer ,Male,2,Yes,1
122638,50,1,Ph.D/Doctorate,Delhi,Training,Technical Lead ,Male,7,No,0
122639,63,0,MBA/PGDM,Mumbai,Business Development,Lead Engineer ,Male,3,Yes,1
122640,55,1,MBA/PGDM,Hyderabad,Sales,Lead Engineer ,Male,1,Yes,1
122641,35,1,M.Tech/M.E.,Kolkata,Human Resources,Senior Lead Engineer  ,Male,7,No,0
122642,24,1,Other degrees,Mumbai,Human Resources,Associate Engineer ,Male,1,No,0
122643,63,1,MBA/PGDM,Chennai,Sales,Senior Lead Engineer ,Male,3,Yes,1
122644,34,1,B.Tech/B.E.,Chennai,Human Resources,Engineer  ,Male,3,No,0
122645,35,1,B.Tech/B.E.,Chennai,Services,Senior Engineer ,Male,6,No,0
122647,58,1,B.Tech/B.E.,Bangalore,Research and Development,Senior Engineer ,Male,6,No,0
122648,23,1,Other degrees,Ahmedabad,Training,Engineer ,Male,2,No,0
122649,25,1,Other degrees,Ahmedabad,Human Resources,Engineer ,Male,3,No,0
122650,56,1,Other degrees,Hyderabad,Accounting,Senior Engineer  ,Male,5,No,0
122651,54,0,Ph.D/Doctorate,Ahmedabad,Sales,Lead Engineer ,Male,1,Yes,1
122652,36,0,Other degrees,Ahmedabad,Sales,Lead Engineer ,Male,1,Yes,1
122653,35,0,Other degrees,Ahmedabad,Business Development,Engineer  ,Female,1,Yes,1
122655,27,1,Other degrees,Chennai,Engineering,Engineer  ,Male,1,No,0
122656,23,0,MBA/PGDM,Hyderabad,Human Resources,Associate Engineer ,Male,2,Yes,1
122679,64,1,MBA/PGDM,Delhi,Training,Senior Lead Engineer ,Male,1,No,0
122684,30,1,M.Tech/M.E.,Bangalore,Training,Senior Engineer ,Male,2,No,0
122685,35,1,Ph.D/Doctorate,Kolkata,Human Resources,Engineer  ,Female,2,No,0
122686,60,1,Ph.D/Doctorate,Bangalore,Accounting,Lead Engineer ,Female,5,No,0
122688,24,1,B.Tech/B.E.,Delhi,Human Resources,Associate Engineer  ,Male,2,No,0
122725,48,0,MBA/PGDM,Kolkata,Marketing,Senior Director-Sales-,Male,3,Yes,1
122761,26,1,Ph.D/Doctorate,Bangalore,Business Development,Engineer  ,Female,7,No,0
122762,28,1,MBA/PGDM,Kolkata,Sales,Engineer  ,Female,5,No,0
122764,23,1,M.Tech/M.E.,Chennai,Marketing,Associate Engineer  ,Female,3,No,0
122766,23,1,M.Tech/M.E.,Ahmedabad,Marketing,Associate Engineer  ,Male,4,Yes,1
122767,20,0,MBA/PGDM,Kolkata,Product Management,Associate Engineer  ,Male,3,Yes,1
122768,20,0,MBA/PGDM,Kolkata,Support,Associate Engineer  ,Female,1,Yes,1
122773,22,1,M.Tech/M.E.,Hyderabad,Human Resources,Associate Engineer  ,Female,4,No,0
122775,21,1,B.Tech/B.E.,Hyderabad,Human Resources,Associate Engineer  ,Male,2,No,0
122779,20,0,Other degrees,Delhi,Support,Associate Engineer  ,Male,1,Yes,1
122782,20,0,Other degrees,Kolkata,Support,Associate Engineer  ,Male,6,Yes,1
122784,22,1,B.Tech/B.E.,Bangalore,Sales,Associate Engineer  ,Male,5,No,0
122787,21,0,Ph.D/Doctorate,Hyderabad,Support,Associate Engineer  ,Female,7,Yes,1
122801,61,1,M.Tech/M.E.,Kolkata,Sales,Lead Engineer ,Male,1,No,0
122802,24,1,M.Tech/M.E.,Bangalore,Human Resources,Engineer  ,Male,4,No,0
122804,23,1,M.Tech/M.E.,Bangalore,Engineering,Engineer  ,Male,2,No,0
122806,53,1,B.Tech/B.E.,Kolkata,Sales,Engineer ,Female,3,No,0
122807,22,0,B.Tech/B.E.,Hyderabad,Human Resources,Engineer ,Male,4,Yes,1
122808,23,0,Ph.D/Doctorate,Mumbai,Services,Associate Engineer  ,Male,6,Yes,1
122812,23,1,MBA/PGDM,Delhi,Human Resources,Engineer  ,Female,3,No,0
122814,25,1,B.Tech/B.E.,Bangalore,Training,Engineer  ,Male,4,No,0
122815,37,1,B.Tech/B.E.,Bangalore,Business Development,Engineer ,Male,1,No,0
122816,51,0,B.Tech/B.E.,Ahmedabad,Support,Engineer ,Male,7,Yes,1
122947,31,0,Other degrees,Hyderabad,Support,Engineer ,Male,5,Yes,1
122948,48,1,Other degrees,Bangalore,Support,Deputy Manager ,Male,3,No,0
122949,28,0,Other degrees,Hyderabad,Support,Engineer ,Male,3,Yes,1
122950,30,1,B.Tech/B.E.,Chennai,Marketing,Engineer  ,Male,4,No,0
122951,30,1,MBA/PGDM,Bangalore,Human Resources,Senior Engineer ,Male,2,No,0
122952,31,1,B.Tech/B.E.,Mumbai,Business Development,Project Leader ,Male,7,No,0
122953,60,0,B.Tech/B.E.,Bangalore,Business Development,Senior Engineer  ,Male,1,Yes,1
122955,28,1,M.Tech/M.E.,Ahmedabad,Business Development,Associate Engineer  ,Male,2,No,0
122956,38,1,Ph.D/Doctorate,Kolkata,Human Resources,Senior Engineer  ,Male,4,No,0
122957,25,1,MBA/PGDM,Kolkata,Services,Engineer  ,Female,4,No,0
122958,23,1,B.Tech/B.E.,Mumbai,Training,Associate Engineer ,Female,2,No,0
122960,40,1,Other degrees,Kolkata,Business Development,Lead Associate ,Male,6,Yes,1
122962,30,1,B.Tech/B.E.,Kolkata,Business Development,Engineer  ,Female,4,No,0
123030,59,1,Ph.D/Doctorate,Hyderabad,Support,Manager ,Female,1,No,0
123031,53,1,B.Tech/B.E.,Kolkata,Sales,Assistant Vice-President ,Male,6,No,0
123033,56,0,M.Tech/M.E.,Chennai,Sales,Lead Engineer ,Male,4,Yes,1
123034,38,0,MBA/PGDM,Hyderabad,Business Development,Lead Engineer ,Male,7,Yes,1
123035,25,1,Other degrees,Bangalore,Human Resources,Associate Engineer ,Male,4,No,0
123036,52,0,B.Tech/B.E.,Ahmedabad,Training,Senior Engineer ,Female,2,Yes,1
