age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,AnnualIncome,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
33,No,Non-Travel,528,Lifecycle Solutions/Engineering Process Services,22,3,Technical Degree,1,128,4,Male,60,3,2,Senior Engineer ,2,Married,10400,124800,3,Yes,Yes,19,3,1,40,0,7,2,2,7,2,2,2
66,No,Non-Travel,594,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,129,3,Male,57,2,2,Lead Engineer  ,1,Married,9880,118560,4,Yes,No,13,3,3,40,1,7,2,3,7,2,2,2
46,No,Non-Travel,470,Lifecycle Solutions/Engineering Process Services,20,3,Technical Degree,1,130,3,Male,58,4,2,Technical Lead ,2,Married,10053,120640,1,Yes,No,20,2,2,40,0,7,2,3,7,2,2,2
53,No,Non-Travel,957,Program Management,28,4,Project Management,1,131,2,Male,69,3,3,Centre Manager ,4,Married,11960,143520,3,Yes,No,17,1,2,40,0,7,2,3,7,2,2,2
64,No,Non-Travel,809,Lifecycle Solutions/Engineering Process Services,12,3,Technical Degree,1,132,3,Female,57,1,2,Lead Engineer  ,4,Married,9880,118560,3,Yes,No,24,3,3,40,0,7,3,4,7,2,2,2
48,No,Non-Travel,542,Lifecycle Solutions/ICE Engineering,20,3,Technical Degree,1,133,2,Male,57,3,2,Lead Engineer  ,3,Married,9880,118560,2,Yes,Yes,22,4,1,40,1,9,2,4,9,2,2,2
31,No,Non-Travel,802,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,134,3,Female,66,4,3,Program Manager ,3,Divorced,11440,137280,4,Yes,Yes,18,2,4,40,1,7,2,4,7,2,2,2
30,No,Non-Travel,1355,Mechanical Systems/Engineering Analysis,25,3,Technical Degree,1,135,3,Male,51,2,2,Team Lead ,3,Married,8840,106080,1,Yes,No,17,1,2,40,1,2,3,1,2,1,1,1
38,No,Non-Travel,216,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,136,2,Male,55,4,2,Lead Engineer  ,1,Divorced,9533,114400,2,Yes,No,21,2,1,40,2,7,0,3,7,2,2,2
29,No,Non-Travel,1150,Mechanical Systems/Engineering Analysis,8,3,Technical Degree,1,137,1,Male,51,4,2,Senior Engineer ,3,Married,8840,106080,3,Yes,No,24,1,1,40,0,7,2,3,7,2,2,2
30,No,Non-Travel,1329,Mechanical Systems/Engineering Analysis,4,3,Technical Degree,1,138,4,Male,58,4,2,Senior Engineer ,1,Married,10053,120640,2,Yes,No,22,4,2,40,1,7,1,4,7,2,2,2
36,No,Non-Travel,959,Mechanical Systems/Engineering Analysis,28,3,Technical Degree,1,139,1,Male,60,2,2,Senior Engineer ,1,Married,10400,124800,4,Yes,No,25,1,3,40,0,7,3,1,7,2,2,2
32,No,Non-Travel,1240,Mechanical Systems/Engineering Analysis,9,3,Technical Degree,1,140,3,Male,51,4,2,Technical Lead ,2,Married,8840,106080,0,Yes,Yes,24,2,2,40,0,7,2,4,7,2,2,2
53,No,Non-Travel,1033,Lifecycle Solutions/Engineering Process Services,9,3,Technical Degree,1,141,1,Male,57,2,2,Project Leader ,4,Married,9880,118560,7,Yes,No,15,2,4,40,0,7,2,2,7,2,2,2
35,No,Non-Travel,1316,Mechanical Systems/Design & Development,29,3,Technical Degree,1,142,3,Male,55,1,2,Project Leader ,2,Married,9533,114400,5,Yes,No,12,2,1,40,0,5,2,4,5,1,1,1
60,No,Non-Travel,364,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,143,4,Male,50,1,2,Senior Engineer  ,1,Married,8667,104000,2,Yes,Yes,24,2,2,40,0,7,2,2,7,2,2,2
28,No,Non-Travel,438,Mechanical Systems/Engineering Analysis,18,3,Technical Degree,1,144,1,Male,53,1,2,Lead Engineer ,1,Married,9187,110240,3,Yes,No,19,2,1,40,0,3,4,3,3,1,1,1
32,No,Non-Travel,689,Mechanical Systems/Design & Development,9,3,Technical Degree,1,145,4,Male,52,1,2,Lead Engineer ,3,Divorced,9013,108160,5,Yes,No,17,1,2,40,3,0,2,2,0,0,0,0
30,No,Non-Travel,201,Lifecycle Solutions/Engineering Process Services,5,3,Technical Degree,1,146,4,Male,50,2,2,Senior Engineer  ,2,Divorced,8667,104000,2,Yes,No,14,2,4,40,1,7,3,4,7,2,2,2
33,No,Non-Travel,1427,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,147,2,Male,55,4,2,Lead Engineer  ,3,Married,9533,114400,3,Yes,No,17,3,2,40,0,6,3,3,6,2,2,2
31,No,Non-Travel,857,Lifecycle Solutions/Engineering Process Services,10,3,Technical Degree,1,148,4,Male,50,1,2,Senior Engineer  ,4,Divorced,8667,104000,4,Yes,No,14,4,2,40,1,6,2,4,6,2,2,2
48,No,Non-Travel,933,Lifecycle Solutions/Engineering Process Services,9,3,Technical Degree,1,149,3,Male,58,4,2,Senior Engineer  ,3,Married,10053,120640,4,Yes,No,25,4,2,40,1,6,2,1,6,2,2,2
34,No,Non-Travel,1181,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,150,2,Male,51,2,2,Senior Engineer  ,1,Married,8840,106080,5,Yes,No,19,3,3,40,0,6,3,4,6,2,2,2
55,No,Non-Travel,1395,Lifecycle Solutions/Engineering Process Services,26,3,Technical Degree,1,151,2,Male,79,4,3,Technical Manager ,2,Divorced,13693,164320,4,Yes,No,20,2,3,40,1,6,2,3,6,2,2,2
47,No,Non-Travel,662,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,152,3,Male,60,2,2,Lead Engineer ,3,Married,10400,124800,4,Yes,No,16,1,2,40,2,6,3,3,6,2,2,2
31,No,Non-Travel,1436,Mechanical Systems/Design & Development,6,3,Technical Degree,1,153,2,Male,60,4,2,Senior Engineer ,1,Married,10400,124800,4,Yes,Yes,22,2,4,40,1,1,3,3,1,0,0,0
31,No,Non-Travel,194,Embedded Systems & Electronics,9,3,Technical Degree,1,154,2,Male,57,4,2,Lead Engineer ,1,Divorced,9880,118560,4,Yes,No,19,2,3,40,1,3,2,1,3,1,1,1
35,No,Non-Travel,967,Embedded Systems & Electronics,8,3,Technical Degree,1,155,2,Male,51,3,2,Project Leader ,2,Married,8840,106080,1,Yes,No,24,4,4,40,0,0,2,4,0,0,0,0
32,No,Non-Travel,1496,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,156,4,Male,55,4,2,Senior Engineer  ,3,Married,9533,114400,4,Yes,No,11,4,4,40,1,6,1,1,6,2,2,2
31,No,Non-Travel,1169,Embedded Systems & Electronics,7,3,Technical Degree,1,157,2,Male,52,4,2,Senior Engineer ,2,Married,9013,108160,4,Yes,No,17,4,2,40,0,2,2,3,2,1,1,1
73,No,Non-Travel,1145,Lifecycle Solutions/Engineering Process Services,9,3,Technical Degree,1,158,2,Male,50,3,2,Senior Lead Engineer  ,3,Married,8667,104000,3,Yes,Yes,20,4,2,40,1,6,3,3,6,2,2,2
35,No,Non-Travel,630,Embedded Systems & Electronics,4,3,Technical Degree,1,159,3,Male,72,1,3,Program Manager ,4,Married,12480,149760,3,Yes,No,24,4,4,40,1,0,2,1,0,0,0,0
34,No,Non-Travel,303,Mechanical Systems/Detail Engineering,2,3,Technical Degree,1,160,3,Male,53,2,2,Lead Engineer ,4,Married,9187,110240,2,Yes,No,23,3,2,40,1,2,3,4,2,1,1,1
35,No,Non-Travel,1256,Program Management,19,4,Project Management,1,161,3,Female,68,4,3,Program Manager ,3,Married,11787,141440,5,Yes,No,19,1,1,40,2,6,6,1,6,2,2,2
39,No,Non-Travel,691,Lifecycle Solutions/Engineering Process Services,9,3,Technical Degree,1,162,4,Female,50,3,2,Lead Engineer ,4,Divorced,8667,104000,4,Yes,No,19,4,3,40,1,6,1,1,6,2,2,2
29,No,Non-Travel,440,Mechanical Systems/Engineering Analysis,21,3,Technical Degree,1,163,3,Male,57,4,2,Project Leader ,2,Single,9880,118560,1,Yes,No,15,1,2,40,1,6,2,1,6,2,2,2
41,No,Non-Travel,334,Mechanical Systems/Design & Development,24,3,Technical Degree,1,164,3,Male,60,2,3,Project Manager ,3,Divorced,10400,124800,5,Yes,Yes,22,3,1,40,1,6,2,1,6,2,2,2
30,No,Non-Travel,1450,Mechanical Systems/Design & Development,3,3,Technical Degree,1,165,3,Female,50,3,2,Senior Engineer ,1,Divorced,8667,104000,5,Yes,Yes,13,3,2,40,1,6,2,3,6,2,2,2
41,No,Non-Travel,1452,Lifecycle Solutions/Engineering Process Services,11,3,Technical Degree,1,166,3,Male,60,2,2,Senior Engineer  ,1,Married,10400,124800,5,Yes,No,24,2,3,40,0,6,5,4,6,2,2,2
47,No,Non-Travel,465,Mechanical Systems/Engineering Analysis,14,3,Technical Degree,1,167,1,Male,40,3,4,Principal Engineer ,2,Divorced,6933,83200,4,Yes,No,19,2,2,40,1,3,2,4,3,1,1,1
45,No,Non-Travel,1339,IT-Infra,5,3,Technical Degree,1,168,2,Male,42,2,1,Senior Specialist-,2,Married,7280,87360,2,Yes,No,25,4,2,40,1,6,2,2,6,2,2,2
61,No,Non-Travel,702,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,169,1,Female,71,3,3,Technical Manager ,4,Married,12307,147680,5,Yes,No,21,4,4,40,0,6,2,3,6,2,2,2
52,No,Non-Travel,120,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,170,3,Male,50,2,2,Engineer  ,3,Married,8667,104000,2,Yes,No,14,3,2,40,0,6,2,4,6,2,2,2
32,No,Non-Travel,1157,Mechanical Systems/Design & Development,17,3,Technical Degree,1,171,3,Male,53,2,2,Engineer ,4,Married,9187,110240,5,Yes,Yes,17,1,2,40,1,6,3,2,6,2,2,2
36,No,Non-Travel,602,Mechanical Systems/Design & Development,1,3,Technical Degree,1,172,3,Male,54,3,2,Project Leader ,2,Married,9360,112320,0,Yes,No,17,4,4,40,0,3,5,1,3,1,1,1
38,No,Non-Travel,1480,Mechanical Systems/Design & Development,3,3,Technical Degree,1,173,4,Male,67,3,3,Project Manager ,3,Married,11613,139360,3,Yes,No,22,3,3,40,0,0,3,1,0,0,0,0
33,No,Non-Travel,111,Mechanical Systems/Detail Engineering,9,3,Technical Degree,1,174,3,Male,55,4,2,Lead Engineer ,3,Divorced,9533,114400,5,Yes,No,11,1,4,40,2,0,4,1,0,0,0,0
32,No,Non-Travel,1268,Mechanical Systems/Detail Engineering,4,3,Technical Degree,1,175,3,Male,66,1,3,Program Manager ,3,Divorced,11440,137280,4,Yes,Yes,22,3,1,40,1,5,3,4,5,1,1,1
32,No,Non-Travel,713,Mechanical Systems/Design & Development,8,3,Technical Degree,1,176,3,Male,57,1,2,Lead Engineer ,1,Divorced,9880,118560,2,Yes,Yes,13,2,1,40,1,5,3,4,5,1,1,1
35,No,Non-Travel,134,Mechanical Systems/Design & Development,2,3,Technical Degree,1,177,3,Male,53,4,2,Lead Engineer ,2,Married,9187,110240,3,Yes,No,16,3,2,40,0,2,2,4,2,1,1,1
31,No,Non-Travel,303,Mechanical Systems/Design & Development,2,3,Technical Degree,1,178,2,Male,60,3,2,Senior Engineer ,1,Married,10400,124800,3,Yes,No,20,3,1,40,0,4,3,2,4,1,1,1
34,No,Non-Travel,526,Mechanical Systems/Detail Engineering,1,3,Technical Degree,1,179,2,Male,59,4,2,Lead Engineer ,4,Divorced,10227,122720,4,Yes,No,17,4,4,40,3,5,2,1,5,1,1,1
32,No,Non-Travel,1380,Mechanical Systems/Design & Development,9,3,Technical Degree,1,180,3,Male,51,3,2,Lead Engineer ,4,Married,8840,106080,2,Yes,No,16,1,1,40,0,0,3,2,0,0,0,0
32,No,Non-Travel,140,Mechanical Systems/Design & Development,12,3,Technical Degree,1,181,3,Male,58,1,2,Project Leader ,3,Married,10053,120640,8,Yes,Yes,13,2,1,40,1,5,0,4,5,1,1,1
30,No,Non-Travel,629,Mechanical Systems/Design & Development,27,3,Technical Degree,1,182,4,Male,58,4,2,Senior Engineer ,3,Married,10053,120640,5,Yes,No,18,3,1,40,0,5,3,2,5,1,1,1
30,No,Non-Travel,1356,Mechanical Systems/Design & Development,20,3,Technical Degree,1,183,2,Male,59,3,2,Senior Engineer ,1,Married,10227,122720,3,Yes,Yes,23,1,3,40,0,5,5,4,5,1,1,1
34,No,Non-Travel,328,Program Management,1,4,Project Management,1,184,3,Male,79,4,3,Program Manager ,3,Married,13693,164320,3,Yes,No,11,4,1,40,1,6,2,4,6,2,2,2
55,No,Non-Travel,1084,Lifecycle Solutions/Engineering Process Services,13,3,Technical Degree,1,185,4,Female,54,1,2,Senior Engineer ,1,Divorced,9360,112320,4,Yes,No,11,3,4,40,2,6,3,4,6,2,2,2
29,No,Non-Travel,931,Lifecycle Solutions/Engineering Process Services,14,3,Technical Degree,1,186,4,Female,70,2,3,Program Manager ,4,Married,12133,145600,4,Yes,No,21,4,2,40,1,6,5,1,6,2,2,2
30,No,Non-Travel,989,Mechanical Systems/Engineering Analysis,4,3,Technical Degree,1,187,4,Male,51,2,2,Lead Engineer ,3,Married,8840,106080,3,Yes,No,11,3,4,40,1,2,2,4,2,1,1,1
28,No,Non-Travel,692,Mechanical Systems/Engineering Analysis,14,3,Technical Degree,1,188,3,Male,56,3,2,Senior Engineer  ,3,Married,9707,116480,5,Yes,No,14,3,2,40,0,6,3,4,6,2,2,2
28,No,Non-Travel,1069,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,189,4,Male,51,2,2,Senior Engineer  ,4,Married,8840,106080,4,Yes,No,16,2,2,40,0,6,2,1,6,2,2,2
64,No,Non-Travel,313,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,190,4,Female,52,3,2,Senior Engineer  ,1,Married,9013,108160,2,Yes,No,21,2,2,40,0,6,6,4,6,2,2,2
38,No,Non-Travel,699,Business Excellence,1,4,Human Resources,1,191,3,Male,70,2,3,Deputy Manager ,4,Married,12133,145600,3,Yes,No,18,2,4,40,1,6,5,3,6,2,2,2
32,No,Non-Travel,894,Mechanical Systems/Detail Engineering,9,3,Technical Degree,1,192,4,Male,55,1,2,Project Leader ,2,Married,9533,114400,1,Yes,No,25,1,3,40,0,6,2,1,6,2,2,2
38,No,Non-Travel,556,Mechanical Systems/Design & Development,23,3,Technical Degree,1,193,2,Male,59,1,2,Project Leader ,3,Married,10227,122720,3,Yes,Yes,18,2,1,40,0,6,1,1,6,2,2,2
32,No,Non-Travel,1344,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,194,4,Male,52,3,2,Senior Engineer  ,4,Divorced,9013,108160,2,Yes,No,22,3,4,40,3,5,3,1,5,1,1,1
32,No,Non-Travel,1195,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,195,1,Female,59,3,2,Senior Engineer  ,1,Married,10227,122720,2,Yes,No,17,1,3,40,1,5,1,3,5,1,1,1
34,No,Non-Travel,290,Engineering Software,21,3,Technical Degree,1,196,2,Male,53,1,2,Lead Engineer ,1,Married,9187,110240,2,Yes,Yes,16,2,2,40,1,0,3,1,0,0,0,0
61,No,Non-Travel,138,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,197,2,Male,60,4,2,Senior Lead Engineer  ,4,Married,10400,124800,2,Yes,No,11,3,1,40,0,5,5,3,5,1,1,1
63,No,Non-Travel,926,Lifecycle Solutions/Engineering Process Services,21,3,Technical Degree,1,198,3,Male,71,4,3,Project Manager ,2,Divorced,12307,147680,6,Yes,No,25,1,3,40,1,5,5,4,5,1,1,1
39,No,Non-Travel,1261,Mechanical Systems/Design & Development,2,3,Technical Degree,1,199,4,Male,53,3,2,Project Leader ,1,Married,9187,110240,9,Yes,No,25,3,3,40,0,5,3,4,5,1,1,1
33,No,Non-Travel,1084,Lifecycle Solutions/Engineering Process Services,29,3,Technical Degree,1,200,4,Male,59,1,2,Project Leader ,4,Married,10227,122720,3,Yes,No,17,3,3,40,1,5,3,4,5,1,1,1
33,No,Non-Travel,472,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,201,3,Male,54,2,2,Technical Lead ,1,Married,9360,112320,5,Yes,No,12,3,4,40,1,5,1,3,5,1,1,1
28,No,Non-Travel,1002,Business Excellence,18,4,Human Resources,1,202,4,Female,64,4,3,Assistant Manager ,3,Divorced,11093,133120,5,Yes,Yes,13,3,1,40,2,5,0,2,5,1,1,1
30,No,Non-Travel,878,Mechanical Systems/After Market Services,10,3,Technical Degree,1,203,4,Male,51,4,2,Associate Engineer ,3,Divorced,8840,106080,2,Yes,Yes,20,3,1,40,1,5,4,3,5,1,1,1
28,No,Non-Travel,905,Lifecycle Solutions/Engineering Process Services,19,3,Technical Degree,1,204,3,Male,60,4,3,Technical Manager ,3,Married,10400,124800,6,Yes,Yes,18,4,1,40,1,5,2,2,5,1,1,1
32,No,Non-Travel,1180,Lifecycle Solutions/Engineering Process Services,29,3,Technical Degree,1,205,2,Male,59,2,2,Lead Engineer ,3,Married,10227,122720,2,Yes,Yes,17,2,2,40,0,5,2,1,5,1,1,1
36,No,Non-Travel,121,Lifecycle Solutions/Engineering Process Services,27,3,Technical Degree,1,206,2,Male,57,2,2,Senior Engineer  ,1,Married,9880,118560,2,Yes,No,15,4,4,40,3,5,3,4,5,1,1,1
34,No,Non-Travel,1136,Lifecycle Solutions/Engineering Process Services,5,3,Technical Degree,1,207,4,Male,55,3,2,Senior Engineer  ,2,Divorced,9533,114400,4,Yes,Yes,19,2,1,40,1,5,2,2,5,1,1,1
39,No,Non-Travel,635,Lifecycle Solutions/Supply Chain Solutions,18,3,Technical Degree,1,208,2,Female,53,2,2,Project Leader ,3,Married,9187,110240,1,Yes,No,19,1,1,40,0,5,2,4,5,1,1,1
46,No,Non-Travel,1151,Lifecycle Solutions/Supply Chain Solutions,9,3,Technical Degree,1,209,4,Male,59,1,2,Project Leader ,3,Married,10227,122720,9,Yes,No,17,4,2,40,1,5,5,3,5,1,1,1
31,No,Non-Travel,644,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,210,4,Male,65,3,3,Project Manager ,4,Divorced,11267,135200,3,Yes,No,22,4,1,40,1,5,3,1,5,1,1,1
29,No,Non-Travel,1045,Mechanical Systems/Engineering Analysis,4,3,Technical Degree,1,211,4,Male,59,2,2,Senior Engineer ,4,Married,10227,122720,5,Yes,No,18,4,4,40,0,5,2,2,5,1,1,1
55,No,Non-Travel,829,Program Management,1,4,Project Management,1,212,3,Male,63,4,3,General Manager ,3,Married,10920,131040,6,Yes,No,20,3,4,40,0,5,2,1,5,1,1,1
36,No,Non-Travel,1242,Engineering Software,20,3,Technical Degree,1,213,4,Female,73,4,3,Technical Architect-,1,Married,12653,151840,4,Yes,No,18,4,2,40,0,2,2,4,2,1,1,1
42,No,Non-Travel,1469,Lifecycle Solutions/Engineering Process Services,8,3,Technical Degree,1,214,2,Female,57,1,2,Project Leader ,1,Married,9880,118560,5,Yes,No,13,3,2,40,2,5,5,2,5,1,1,1
52,No,Non-Travel,1005,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,215,4,Female,67,2,3,Project Manager ,2,Married,11613,139360,5,Yes,Yes,21,1,4,40,0,5,5,1,5,1,1,1
32,No,Non-Travel,896,Mechanical Systems/Detail Engineering,6,3,Technical Degree,1,216,4,Male,60,1,2,Senior Engineer ,2,Married,10400,124800,5,Yes,Yes,21,1,4,40,0,5,3,4,5,1,1,1
31,No,Non-Travel,334,Lifecycle Solutions/Engineering Analytics,26,3,Technical Degree,1,217,3,Male,56,2,2,Senior Engineer  ,4,Married,9707,116480,3,Yes,No,22,2,3,40,0,5,5,1,5,1,1,1
30,No,Non-Travel,992,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,218,3,Male,59,2,2,Associate Engineer  ,4,Married,10227,122720,5,Yes,No,11,1,3,40,0,5,1,4,5,1,1,1
40,No,Non-Travel,1052,Lifecycle Solutions/Engineering Process Services,6,3,Technical Degree,1,219,4,Male,60,1,2,Project Leader ,1,Married,10400,124800,6,Yes,No,11,4,3,40,0,5,2,3,5,1,1,1
41,No,Non-Travel,1147,Embedded Systems & Electronics,3,3,Technical Degree,1,220,4,Male,72,4,3,Project Manager ,4,Married,12480,149760,3,Yes,No,20,4,2,40,1,0,4,2,0,0,0,0
52,No,Non-Travel,1396,Lifecycle Solutions/Engineering Process Services,5,3,Technical Degree,1,221,4,Male,58,4,2,Engineer  ,3,Married,10053,120640,3,Yes,No,13,4,2,40,0,5,3,2,5,1,1,1
27,No,Non-Travel,147,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,222,3,Male,50,2,2,Senior Engineer  ,1,Married,8667,104000,4,Yes,No,12,2,4,40,0,5,3,4,5,1,1,1
57,No,Non-Travel,663,Lifecycle Solutions/Engineering Process Services,11,3,Technical Degree,1,223,2,Male,56,1,2,Lead Engineer  ,3,Divorced,9707,116480,3,Yes,Yes,22,3,1,40,3,5,1,2,5,1,1,1
34,No,Non-Travel,119,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,224,1,Female,54,2,2,Lead Engineer ,2,Divorced,9360,112320,2,Yes,No,25,2,1,40,2,5,6,2,5,1,1,1
52,No,Non-Travel,979,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,225,3,Female,60,1,2,Engineer  ,1,Married,10400,124800,3,Yes,No,23,3,3,40,1,5,2,3,5,1,1,1
69,No,Non-Travel,142,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,226,3,Male,53,4,2,Senior Lead Engineer  ,2,Married,9187,110240,2,Yes,No,15,4,3,40,1,5,6,4,5,1,1,1
37,No,Non-Travel,319,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,227,1,Female,58,3,2,Technical Lead ,1,Divorced,10053,120640,4,Yes,No,20,1,4,40,1,5,2,3,5,1,1,1
57,No,Non-Travel,1413,Mechanical Systems/After Market Services,1,3,Technical Degree,1,228,2,Male,58,1,2,Lead Engineer ,1,Married,10053,120640,4,Yes,No,22,3,3,40,1,5,5,2,5,1,1,1
30,No,Non-Travel,944,Mechanical Systems/Engineering Analysis,1,3,Technical Degree,1,229,3,Male,79,3,3,Program Manager ,3,Married,13693,164320,6,Yes,No,20,2,4,40,0,5,3,2,5,1,1,1
33,No,Non-Travel,896,Mechanical Systems/Design & Development,18,3,Technical Degree,1,230,3,Male,53,1,2,Lead Engineer ,4,Married,9187,110240,2,Yes,Yes,15,2,1,40,0,2,3,2,2,1,1,1
37,No,Non-Travel,1323,Business Excellence,2,4,Human Resources,1,231,3,Male,63,1,3,Manager ,4,Married,10920,131040,5,Yes,No,20,2,4,40,0,11,3,4,11,3,3,3
37,No,Non-Travel,532,Program Management,4,4,Project Management,1,232,3,Male,60,3,3,Centre Manager ,1,Married,10400,124800,6,Yes,No,23,4,2,40,0,11,3,4,11,3,3,3
33,No,Non-Travel,818,Sales,6,4,Project Management,1,233,2,Male,80,2,3,Manager ,3,Married,13867,166400,3,Yes,No,19,2,4,40,0,11,2,2,11,3,3,3
33,No,Non-Travel,854,Program Management,1,4,Project Management,1,234,4,Male,64,2,3,Centre Manager ,4,Divorced,11093,133120,3,Yes,No,19,2,2,40,1,13,3,1,13,3,3,3
40,No,Non-Travel,813,Program Management,14,4,Project Management,1,235,3,Male,69,4,3,General Manager ,3,Married,11960,143520,3,Yes,Yes,16,2,3,40,1,11,2,2,11,3,3,3
34,No,Non-Travel,1034,Lifecycle Solutions/Supply Chain Solutions,16,3,Technical Degree,1,236,4,Female,79,2,3,Technical Manager ,3,Married,13693,164320,3,Yes,Yes,21,3,2,40,1,10,3,4,10,3,3,3
52,No,Non-Travel,465,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,237,1,Female,53,4,2,Project Leader ,3,Married,9187,110240,7,Yes,No,22,2,3,40,0,10,3,4,10,3,3,3
31,No,Non-Travel,771,Program Management,2,4,Project Management,1,238,1,Male,61,1,3,Program Manager ,1,Married,10573,126880,5,Yes,Yes,21,4,2,40,0,10,2,2,10,3,3,3
39,No,Non-Travel,1401,Lifecycle Solutions/Engineering Process Services,4,3,Technical Degree,1,239,3,Male,58,4,2,Project Leader ,2,Married,10053,120640,2,Yes,No,25,2,3,40,1,10,5,3,10,3,3,3
32,No,Non-Travel,515,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,240,4,Male,56,2,2,Senior Engineer ,2,Married,9707,116480,3,Yes,Yes,20,2,1,40,0,10,2,1,10,3,3,3
34,No,Non-Travel,1431,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,241,3,Male,67,3,3,Project Manager ,1,Divorced,11613,139360,6,Yes,No,21,2,1,40,3,10,1,4,10,3,3,3
36,No,Non-Travel,976,Program Management,26,4,Project Management,1,242,3,Male,79,3,3,Centre Manager ,1,Married,13693,164320,5,Yes,No,16,4,2,40,0,10,2,2,10,3,3,3
33,No,Non-Travel,1411,Mechanical Systems/Manufacturing Engineering,19,3,Technical Degree,1,243,3,Male,71,3,3,Project Manager ,4,Divorced,12307,147680,5,Yes,No,11,1,3,40,2,10,2,3,10,3,3,3
41,No,Non-Travel,1300,Lifecycle Solutions/Engineering Process Services,24,3,Technical Degree,1,244,1,Male,64,3,3,Project Manager ,1,Divorced,11093,133120,3,Yes,No,21,4,4,40,2,10,3,4,10,3,3,3
63,No,Non-Travel,252,Lifecycle Solutions/Engineering Process Services,1,3,Technical Degree,1,245,3,Male,54,2,2,Senior Engineer  ,4,Married,9360,112320,2,Yes,No,16,3,1,40,1,9,2,2,9,2,2,2
33,No,Non-Travel,1327,Lifecycle Solutions/Engineering Process Services,3,3,Technical Degree,1,246,2,Male,72,2,3,Technical Manager ,1,Divorced,12480,149760,3,Yes,No,13,4,1,40,1,9,3,4,9,2,2,2
36,No,Non-Travel,832,Unspecified,5,2,Others,1,247,3,Female,46,3,1,Senior Officer ,3,Married,7973,95680,2,Yes,No,22,2,3,40,1,9,2,3,9,2,2,2
62,No,Non-Travel,470,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,248,4,Male,50,3,2,Lead Engineer  ,1,Married,8667,104000,4,Yes,No,14,3,3,40,1,9,3,1,9,2,2,2
55,No,Non-Travel,1017,Mechanical Systems/Engineering Analysis,1,3,Technical Degree,1,249,3,Male,54,2,2,Lead Engineer ,2,Married,9360,112320,3,Yes,No,22,1,1,40,1,9,2,2,9,2,2,2
41,No,Non-Travel,1199,Lifecycle Solutions/Engineering Process Services,7,3,Technical Degree,1,250,1,Male,78,3,3,Project Manager ,2,Married,13520,162240,5,Yes,No,18,4,1,40,1,9,1,2,9,2,2,2
34,No,Non-Travel,504,Program Management,10,4,Project Management,1,251,1,Female,63,2,3,Program Manager ,1,Divorced,10920,131040,6,Yes,No,25,2,3,40,2,9,5,1,9,2,2,2
62,No,Non-Travel,505,Lifecycle Solutions/Engineering Process Services,2,3,Technical Degree,1,252,3,Male,58,3,2,Senior Lead Engineer  ,4,Married,10053,120640,3,Yes,No,14,2,4,40,0,9,1,3,9,2,2,2
63,No,Non-Travel,665,Lifecycle Solutions/Engineering Process Services,15,3,Technical Degree,1,253,3,Male,53,2,2,Senior Engineer  ,3,Married,9187,110240,5,Yes,No,19,2,1,40,0,9,1,4,9,2,2,2
